timestamp,open,high,low,close,volume
2017-11-06 03:54:00,1.5,1.5,1.5,1.5,10.83
2017-11-06 03:55:00,1.3,1.3,1.3,1.3,1.0
2017-11-06 03:56:00,1.3,1.3,0.5,0.5,19.0
2017-11-06 03:57:00,0.5,0.61,0.5,0.61,253.0
2017-11-06 03:58:00,1.1,1.1,1.1,1.1,85.0
2017-11-06 03:59:00,1.23,1.799,1.23,1.7,280.29
2017-11-06 04:00:00,1.3,1.3,1.3,1.3,90.0
2017-11-06 04:01:00,1.3,1.3,1.3,1.3,0.0
2017-11-06 04:02:00,1.3,1.3,1.3,1.3,0.0
2017-11-06 04:03:00,1.3,1.3,1.3,1.3,0.0
2017-11-06 04:04:00,1.65,1.65,1.5001,1.5001,891.36
2017-11-06 04:05:00,1.5002,1.51,1.5002,1.51,615.41
2017-11-06 04:06:00,1.525,1.525,1.525,1.525,38.0
2017-11-06 04:07:00,1.53,1.5333,1.53,1.5333,338.96
2017-11-06 04:08:00,1.5333,1.5333,1.5333,1.5333,0.0
2017-11-06 04:09:00,1.5365,1.5365,1.5365,1.5365,5.0
2017-11-06 04:10:00,1.5375,1.5385,1.5375,1.5385,169.0
2017-11-06 04:11:00,1.5385,1.5385,1.5385,1.5385,0.0
2017-11-06 04:12:00,1.5385,1.5385,1.5385,1.5385,0.0
2017-11-06 04:13:00,1.649,1.649,1.649,1.649,210.37
2017-11-06 04:14:00,1.54,1.54,1.54,1.54,56.0
2017-11-06 04:15:00,1.54,1.54,1.54,1.54,0.0
2017-11-06 04:16:00,1.54,1.54,1.54,1.54,0.0
2017-11-06 04:17:00,1.54,1.54,1.54,1.54,0.0
2017-11-06 04:18:00,1.5441,1.5441,1.5441,1.5441,0.77
2017-11-06 04:19:00,1.5441,1.5441,1.5441,1.5441,0.0
2017-11-06 04:20:00,1.5441,1.5441,1.5441,1.5441,0.0
2017-11-06 04:21:00,1.5442,1.5442,1.5442,1.5442,15.0
2017-11-06 04:22:00,1.5442,1.5442,1.5442,1.5442,0.0
2017-11-06 04:23:00,1.5443,1.5444,1.5441,1.5444,3519.24
2017-11-06 04:24:00,1.5444,1.5444,1.5444,1.5444,0.0
2017-11-06 04:25:00,1.5444,1.5444,1.5444,1.5444,0.0
2017-11-06 04:26:00,1.63,1.63,1.63,1.63,291.17
2017-11-06 04:27:00,1.63,1.63,1.63,1.63,11.99
2017-11-06 04:28:00,1.5445,1.5445,1.5445,1.5445,6.0
2017-11-06 04:29:00,1.5445,1.5445,1.5445,1.5445,80.21
2017-11-06 04:30:00,1.5445,1.5445,1.5445,1.5445,0.0
2017-11-06 04:31:00,1.5445,1.5445,1.5445,1.5445,0.0
2017-11-06 04:32:00,1.5735,1.5735,1.5735,1.5735,249.99
2017-11-06 04:33:00,1.5735,1.5735,1.5735,1.5735,128.0
2017-11-06 04:34:00,1.5735,1.5735,1.5735,1.5735,440.0
2017-11-06 04:35:00,1.5735,1.5735,1.5735,1.5735,570.0
2017-11-06 04:36:00,1.5735,1.5735,1.5735,1.5735,0.0
2017-11-06 04:37:00,1.5735,1.5735,1.5735,1.5735,0.0
2017-11-06 04:38:00,1.5735,1.5735,1.5735,1.5735,0.0
2017-11-06 04:39:00,1.5735,1.5735,1.545,1.545,82.95
2017-11-06 04:40:00,1.545,1.545,1.545,1.545,0.0
2017-11-06 04:41:00,1.545,1.545,1.545,1.545,0.0
2017-11-06 04:42:00,1.545,1.545,1.545,1.545,0.0
2017-11-06 04:43:00,1.545,1.545,1.545,1.545,0.0
2017-11-06 04:44:00,1.545,1.545,1.545,1.545,0.0
2017-11-06 04:45:00,1.545,1.545,1.545,1.545,0.0
2017-11-06 04:46:00,1.545,1.545,1.545,1.545,0.0
2017-11-06 04:47:00,1.5451,1.5451,1.5451,1.5451,22.0
2017-11-06 04:48:00,1.5451,1.5451,1.5451,1.5451,30.0
2017-11-06 04:49:00,1.5451,1.5451,1.5451,1.5451,0.0
2017-11-06 04:50:00,1.5451,1.5451,1.5451,1.5451,6.0
2017-11-06 04:51:00,1.5451,1.5451,1.5451,1.5451,0.0
2017-11-06 04:52:00,1.5451,1.5451,1.5451,1.5451,0.0
2017-11-06 04:53:00,1.5451,1.5451,1.5451,1.5451,0.0
2017-11-06 04:54:00,1.5451,1.5451,1.5451,1.5451,0.0
2017-11-06 04:55:00,1.5451,1.5451,1.5451,1.5451,0.0
2017-11-06 04:56:00,1.6469,1.6479,1.6469,1.6479,181.44
2017-11-06 04:57:00,1.6479,1.6479,1.6479,1.6479,0.0
2017-11-06 04:58:00,1.6479,1.6479,1.6479,1.6479,98.86
2017-11-06 04:59:00,1.6479,1.6479,1.6479,1.6479,0.0
2017-11-06 05:00:00,1.6479,1.6479,1.6479,1.6479,0.0
2017-11-06 05:01:00,1.6479,1.6479,1.6479,1.6479,0.0
2017-11-06 05:02:00,1.6479,1.6479,1.6479,1.6479,0.0
2017-11-06 05:03:00,1.5457,1.5457,1.5457,1.5457,13.0
2017-11-06 05:04:00,1.5457,1.5457,1.5457,1.5457,0.0
2017-11-06 05:05:00,1.5457,1.5457,1.5457,1.5457,0.0
2017-11-06 05:06:00,1.5457,1.5457,1.5457,1.5457,0.0
2017-11-06 05:07:00,1.5457,1.5457,1.5457,1.5457,0.0
2017-11-06 05:08:00,1.5457,1.5457,1.5457,1.5457,0.0
2017-11-06 05:09:00,1.546,1.546,1.5455,1.5455,2252.87
2017-11-06 05:10:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:11:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:12:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:13:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:14:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:15:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:16:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:17:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:18:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:19:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:20:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:21:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:22:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:23:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:24:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:25:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:26:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:27:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:28:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:29:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:30:00,1.5455,1.5455,1.5455,1.5455,0.0
2017-11-06 05:31:00,1.5525,1.5525,1.5525,1.5525,83.0
2017-11-06 05:32:00,1.5525,1.5525,1.5525,1.5525,0.0
2017-11-06 05:33:00,1.5525,1.5525,1.5525,1.5525,200.0
2017-11-06 05:34:00,1.5525,1.5525,1.5525,1.5525,0.0
2017-11-06 05:35:00,1.5525,1.5525,1.5525,1.5525,0.0
2017-11-06 05:36:00,1.5525,1.5525,1.5525,1.5525,0.0
2017-11-06 05:37:00,1.5525,1.5525,1.5525,1.5525,10.0
2017-11-06 05:38:00,1.5525,1.5525,1.5525,1.5525,37.0
2017-11-06 05:39:00,1.5525,1.5525,1.5525,1.5525,50.0
2017-11-06 05:40:00,1.5525,1.5525,1.5525,1.5525,191.0
2017-11-06 05:41:00,1.5525,1.5525,1.5525,1.5525,45.0
2017-11-06 05:42:00,1.5521,1.5521,1.5521,1.5521,6.0
2017-11-06 05:43:00,1.5521,1.5521,1.5521,1.5521,0.0
2017-11-06 05:44:00,1.5521,1.5521,1.5521,1.5521,184.73
2017-11-06 05:45:00,1.5521,1.5521,1.5521,1.5521,0.0
2017-11-06 05:46:00,1.5521,1.5521,1.5521,1.5521,148.27
2017-11-06 05:47:00,1.5521,1.5521,1.5521,1.5521,0.0
2017-11-06 05:48:00,1.5521,1.5521,1.5521,1.5521,0.0
2017-11-06 05:49:00,1.5521,1.5521,1.5521,1.5521,0.0
2017-11-06 05:50:00,1.552,1.552,1.552,1.552,84.0
2017-11-06 05:51:00,1.552,1.552,1.552,1.552,0.0
2017-11-06 05:52:00,1.552,1.552,1.552,1.552,0.0
2017-11-06 05:53:00,1.552,1.552,1.552,1.552,0.0
2017-11-06 05:54:00,1.552,1.552,1.552,1.552,0.0
2017-11-06 05:55:00,1.552,1.552,1.552,1.552,0.0
2017-11-06 05:56:00,1.552,1.552,1.5458,1.5458,3323.33
2017-11-06 05:57:00,1.5458,1.5458,1.5458,1.5458,0.0
2017-11-06 05:58:00,1.5458,1.5458,1.5458,1.5458,0.0
2017-11-06 05:59:00,1.5458,1.5458,1.5458,1.5458,0.0
2017-11-06 06:00:00,1.5458,1.5458,1.5458,1.5458,0.0
2017-11-06 06:01:00,1.5458,1.5458,1.5458,1.5458,0.0
2017-11-06 06:02:00,1.5458,1.5458,1.5451,1.5451,4396.31
2017-11-06 06:03:00,1.545,1.545,1.5387,1.5387,3810.78
2017-11-06 06:04:00,1.5387,1.5401,1.5387,1.5401,259.0
2017-11-06 06:05:00,1.5401,1.5401,1.5401,1.5401,0.0
2017-11-06 06:06:00,1.5401,1.5401,1.5401,1.5401,0.0
2017-11-06 06:07:00,1.5401,1.5401,1.5401,1.5401,0.0
2017-11-06 06:08:00,1.5401,1.5401,1.5401,1.5401,0.0
2017-11-06 06:09:00,1.5387,1.5387,1.5387,1.5387,113.7
2017-11-06 06:10:00,1.5387,1.5387,1.5387,1.5387,0.0
2017-11-06 06:11:00,1.5387,1.5387,1.5387,1.5387,0.0
2017-11-06 06:12:00,1.5387,1.5387,1.5387,1.5387,0.0
2017-11-06 06:13:00,1.5387,1.5387,1.5387,1.5387,0.0
2017-11-06 06:14:00,1.5387,1.5387,1.5387,1.5387,0.0
2017-11-06 06:15:00,1.5598,1.5599,1.5389,1.5389,179.1
2017-11-06 06:16:00,1.5389,1.5389,1.5389,1.5389,15.0
2017-11-06 06:17:00,1.5389,1.5389,1.5389,1.5389,0.0
2017-11-06 06:18:00,1.5389,1.5389,1.5389,1.5389,0.0
2017-11-06 06:19:00,1.5389,1.5389,1.5389,1.5389,0.0
2017-11-06 06:20:00,1.5389,1.5389,1.5389,1.5389,0.0
2017-11-06 06:21:00,1.5389,1.5389,1.5389,1.5389,0.0
2017-11-06 06:22:00,1.5389,1.5389,1.5389,1.5389,0.0
2017-11-06 06:23:00,1.5389,1.5389,1.5389,1.5389,0.0
2017-11-06 06:24:00,1.5389,1.5389,1.5389,1.5389,0.0
2017-11-06 06:25:00,1.5389,1.5389,1.5389,1.5389,0.0
2017-11-06 06:26:00,1.5389,1.5389,1.5389,1.5389,0.0
