symbol,n_preds,n_folds,oos_r2,oos_r2_ar1,oos_r2_level,hit,hit_naive_mr,hit_ar1,hit_level,hit_vs_level_tstat,hit_top25pct_conviction,ic_spearman_mean,ic_tstat,hit_minus_naive_tstat
BTCUSD,4648,40,0.42391100357419276,0.14607568843519225,0.26246756642655034,0.7527969018932874,0.6159638554216867,0.6125215146299484,0.6716867469879518,11.091735153383448,0.9096385542168675,0.6980848186164667,52.885415629792604,12.797025301849597
EURUSD,4648,40,0.5423543503848649,0.05528829512345235,0.29705990504747914,0.7885111876075731,0.5542168674698795,0.5529259896729777,0.669104991394148,11.892165682111075,0.9483648881239243,0.7632990439937359,68.84555419882243,17.33077147380005
XAUUSD,4648,40,0.25280909419555964,0.12079609229297805,0.2187848006835833,0.7452667814113597,0.5955249569707401,0.5963855421686747,0.6772805507745266,6.898848307048571,0.8640275387263339,0.6709254179583732,36.73005326225611,7.608944516553099
US500,4648,40,0.5550611398729881,0.02525369512597664,0.21498449155116295,0.8207831325301205,0.5146299483648882,0.5174268502581756,0.6617900172117039,19.422742774834315,0.9509466437177281,0.7892470347639697,67.26244870635446,22.51192370847373
GBPUSD,4648,40,0.5755105877667728,0.039964941835040624,0.308955439587403,0.7848537005163512,0.5473321858864028,0.5471170395869192,0.6740533562822719,15.929192934348967,0.9569707401032702,0.7735851983350592,73.70115958763063,19.189001630291042
