symbol,n_preds,n_folds,oos_r2,oos_r2_ar1,oos_r2_level,hit,hit_naive_mr,hit_ar1,hit_level,hit_vs_level_tstat,hit_top25pct_conviction,ic_spearman_mean,ic_tstat,hit_minus_naive_tstat
BTCUSD,4648,40,0.25915242930203297,0.14607568843519225,0.26246756642655034,0.6944922547332186,0.6159638554216867,0.6125215146299484,0.6716867469879518,3.3788519099397503,0.8373493975903614,0.5812969913706609,45.98776650029258,6.663772827650565
EURUSD,4648,40,0.3201480185115305,0.05528829512345235,0.29705990504747914,0.7136402753872634,0.5542168674698795,0.5529259896729777,0.669104991394148,5.866443642546931,0.8717728055077453,0.6253565086872055,54.8508702971511,12.272217138835822
XAUUSD,4648,40,-0.473633290671271,0.12079609229297805,0.2187848006835833,0.6992254733218589,0.5955249569707401,0.5963855421686747,0.6772805507745266,3.11749621932544,0.7891566265060241,0.5710355180503676,31.970135099199688,5.645476162471556
US500,4648,40,0.22290714498194752,0.02525369512597664,0.21498449155116295,0.7368760757314974,0.5146299483648882,0.5174268502581756,0.6617900172117039,10.423165541456672,0.8691910499139415,0.6376540072307456,43.01597839017839,17.724978555471747
GBPUSD,4648,40,0.33835923582558747,0.039964941835040624,0.308955439587403,0.7067555938037866,0.5473321858864028,0.5471170395869192,0.6740533562822719,5.382301445452661,0.8717728055077453,0.626387889324312,58.96782874618555,11.619900643305716
