year,horizon,config,term,coef,selected
2025,4h,poly2_stlsq_002,ret_1,0.1074850590964511,True
2025,4h,poly2_stlsq_002,ret_2,0.07431904418791217,True
2025,4h,poly2_stlsq_002,ret_3,0.021188085159762105,True
2025,4h,poly2_stlsq_002,ret_5,0.0,False
2025,4h,poly2_stlsq_002,ret_10,0.23862886643118122,True
2025,4h,poly2_stlsq_002,ewma_ret_5,-0.3146482015649885,True
2025,4h,poly2_stlsq_002,ewma_ret_10,-0.25161446922605335,True
2025,4h,poly2_stlsq_002,ewma_ret_20,0.1004988195486119,True
2025,4h,poly2_stlsq_002,slope_10,0.15347566617865588,True
2025,4h,poly2_stlsq_002,slope_20,0.0,False
2025,4h,poly2_stlsq_002,ret_1^2,-0.03761391785037002,True
2025,4h,poly2_stlsq_002,ret_1 ret_2,0.3836014975217893,True
2025,4h,poly2_stlsq_002,ret_1 ret_3,0.055714010742551306,True
2025,4h,poly2_stlsq_002,ret_1 ret_5,0.11013919778886658,True
2025,4h,poly2_stlsq_002,ret_1 ret_10,0.0,False
2025,4h,poly2_stlsq_002,ret_1 ewma_ret_5,-0.34720623753071755,True
2025,4h,poly2_stlsq_002,ret_1 ewma_ret_10,-0.4905178940948435,True
2025,4h,poly2_stlsq_002,ret_1 ewma_ret_20,0.3136430783133603,True
2025,4h,poly2_stlsq_002,ret_1 slope_10,0.11717226337950767,True
2025,4h,poly2_stlsq_002,ret_1 slope_20,0.08831645584503164,True
2025,4h,poly2_stlsq_002,ret_2^2,0.4033921454127095,True
2025,4h,poly2_stlsq_002,ret_2 ret_3,0.3266443935620552,True
2025,4h,poly2_stlsq_002,ret_2 ret_5,0.45651740120696277,True
2025,4h,poly2_stlsq_002,ret_2 ret_10,0.628803873474748,True
2025,4h,poly2_stlsq_002,ret_2 ewma_ret_5,-2.3709070255464155,True
2025,4h,poly2_stlsq_002,ret_2 ewma_ret_10,-0.3337773623069581,True
2025,4h,poly2_stlsq_002,ret_2 ewma_ret_20,0.2473773349551203,True
2025,4h,poly2_stlsq_002,ret_2 slope_10,0.535955436864193,True
2025,4h,poly2_stlsq_002,ret_2 slope_20,0.025961917887880243,True
2025,4h,poly2_stlsq_002,ret_3^2,0.0,False
2025,4h,poly2_stlsq_002,ret_3 ret_5,0.07701646452437069,True
2025,4h,poly2_stlsq_002,ret_3 ret_10,-0.22801702050429393,True
2025,4h,poly2_stlsq_002,ret_3 ewma_ret_5,-0.9533749597493302,True
2025,4h,poly2_stlsq_002,ret_3 ewma_ret_10,0.8287406972699376,True
2025,4h,poly2_stlsq_002,ret_3 ewma_ret_20,-0.15699110527431556,True
2025,4h,poly2_stlsq_002,ret_3 slope_10,0.05809634953885602,True
2025,4h,poly2_stlsq_002,ret_3 slope_20,0.031212029358371612,True
2025,4h,poly2_stlsq_002,ret_5^2,0.06946669052816073,True
2025,4h,poly2_stlsq_002,ret_5 ret_10,0.04384947846266854,True
2025,4h,poly2_stlsq_002,ret_5 ewma_ret_5,-1.234555324095714,True
2025,4h,poly2_stlsq_002,ret_5 ewma_ret_10,0.5666890219321428,True
2025,4h,poly2_stlsq_002,ret_5 ewma_ret_20,-0.1289334853304681,True
2025,4h,poly2_stlsq_002,ret_5 slope_10,0.15180597918598326,True
2025,4h,poly2_stlsq_002,ret_5 slope_20,0.023686769816479103,True
2025,4h,poly2_stlsq_002,ret_10^2,0.2653845941672398,True
2025,4h,poly2_stlsq_002,ret_10 ewma_ret_5,-0.6461671946626593,True
2025,4h,poly2_stlsq_002,ret_10 ewma_ret_10,-1.0585484684156263,True
2025,4h,poly2_stlsq_002,ret_10 ewma_ret_20,0.5814102246096547,True
2025,4h,poly2_stlsq_002,ret_10 slope_10,0.548985861901846,True
2025,4h,poly2_stlsq_002,ret_10 slope_20,0.17917417920333734,True
2025,4h,poly2_stlsq_002,ewma_ret_5^2,2.7593014400050366,True
2025,4h,poly2_stlsq_002,ewma_ret_5 ewma_ret_10,0.3510510745869003,True
2025,4h,poly2_stlsq_002,ewma_ret_5 ewma_ret_20,-0.4826656608706959,True
2025,4h,poly2_stlsq_002,ewma_ret_5 slope_10,-0.9916527388444023,True
2025,4h,poly2_stlsq_002,ewma_ret_5 slope_20,-0.113083547313859,True
2025,4h,poly2_stlsq_002,ewma_ret_10^2,0.8465750187054207,True
2025,4h,poly2_stlsq_002,ewma_ret_10 ewma_ret_20,-1.1929051025604478,True
2025,4h,poly2_stlsq_002,ewma_ret_10 slope_10,-1.0176571472744618,True
2025,4h,poly2_stlsq_002,ewma_ret_10 slope_20,-0.4036803215443823,True
2025,4h,poly2_stlsq_002,ewma_ret_20^2,0.34521187281235166,True
2025,4h,poly2_stlsq_002,ewma_ret_20 slope_10,0.5530887314983132,True
2025,4h,poly2_stlsq_002,ewma_ret_20 slope_20,0.17572693774211579,True
2025,4h,poly2_stlsq_002,slope_10^2,0.24146480747050236,True
2025,4h,poly2_stlsq_002,slope_10 slope_20,0.1387359428095365,True
2025,4h,poly2_stlsq_002,slope_20^2,0.0,False
2026,4h,poly2_stlsq_002,1,0.0,False
2026,4h,poly2_stlsq_002,ret_1,0.13549377675953186,True
2026,4h,poly2_stlsq_002,ret_2,0.11282174872779842,True
2026,4h,poly2_stlsq_002,ret_3,0.05258872177857381,True
2026,4h,poly2_stlsq_002,ret_5,0.022380069163941307,True
2026,4h,poly2_stlsq_002,ret_10,0.23457979262452966,True
2026,4h,poly2_stlsq_002,ewma_ret_5,-0.5360829585206541,True
2026,4h,poly2_stlsq_002,ewma_ret_10,-0.07851873974799198,True
2026,4h,poly2_stlsq_002,ewma_ret_20,0.038979241645585694,True
2026,4h,poly2_stlsq_002,slope_10,0.1571900994347572,True
2026,4h,poly2_stlsq_002,slope_20,0.0,False
2026,4h,poly2_stlsq_002,ret_1^2,-0.06001160730938154,True
2026,4h,poly2_stlsq_002,ret_1 ret_2,0.30022954881024816,True
2026,4h,poly2_stlsq_002,ret_1 ret_3,0.0,False
2026,4h,poly2_stlsq_002,ret_1 ret_5,0.029766847194405636,True
2026,4h,poly2_stlsq_002,ret_1 ret_10,-0.03530975078391793,True
2026,4h,poly2_stlsq_002,ret_1 ewma_ret_5,-0.14933097346113372,True
2026,4h,poly2_stlsq_002,ret_1 ewma_ret_10,-0.25404117082250116,True
2026,4h,poly2_stlsq_002,ret_1 ewma_ret_20,0.17904386542410639,True
2026,4h,poly2_stlsq_002,ret_1 slope_10,0.0521286253725731,True
2026,4h,poly2_stlsq_002,ret_1 slope_20,0.03863039184679219,True
2026,4h,poly2_stlsq_002,ret_2^2,0.33566423501007664,True
2026,4h,poly2_stlsq_002,ret_2 ret_3,0.24939702136211273,True
2026,4h,poly2_stlsq_002,ret_2 ret_5,0.34423535803412003,True
2026,4h,poly2_stlsq_002,ret_2 ret_10,0.6050223078739749,True
2026,4h,poly2_stlsq_002,ret_2 ewma_ret_5,-1.900984507492953,True
2026,4h,poly2_stlsq_002,ret_2 ewma_ret_10,-0.33144703471217046,True
2026,4h,poly2_stlsq_002,ret_2 ewma_ret_20,0.18264209453570596,True
2026,4h,poly2_stlsq_002,ret_2 slope_10,0.4748328359890304,True
2026,4h,poly2_stlsq_002,ret_2 slope_20,0.0,False
2026,4h,poly2_stlsq_002,ret_3^2,-0.02386936555798914,True
2026,4h,poly2_stlsq_002,ret_3 ret_5,0.0,False
2026,4h,poly2_stlsq_002,ret_3 ret_10,-0.15753819603942545,True
2026,4h,poly2_stlsq_002,ret_3 ewma_ret_5,-0.6741268415946523,True
